ID	name	cnname	enname	type
836	DRAGON STAR	???	DRAGON STAR	电器	
837	KOLON SPORT	???	KOLON SPORT	体育	
834	精品烟酒	精品烟酒	???	其他	
835	奥菲欧	奥菲欧	???	服装	
838	FJALL RAVEN	???	FJALL RAVEN	体育	
839	Lafuma	???	Lafuma	体育	
808	陶仨坊	陶仨坊	???	其他	
1082	蒙迪爱尔	蒙迪爱尔	???	服装	
3	万宝龙	万宝龙	???	其他	
725	和合谷	和合谷	???	餐饮	
368	STELLA LUNA	???	STELLA LUNA	服装	
369	Joy&Peace	???	Joy&Peace	服装	
366	斯琴	斯琴	???	服装	
367	V.grass	???	V.grass	服装	
364	LARWINER	???	LARWINER	其他	
365	闲云	闲云	???	服装	
362	诗篇	诗篇	???	服装	
363	佩蒂帕恩	佩蒂帕恩	???	服装	
360	Fidelite	???	Fidelite	服装	
361	BLLYN	???	BLLYN	服装	
959	Jiggie Studio	???	Jiggie Studio	服装	
952	Top Gloria	???	Top Gloria	服装	
882	ELLE HOMME	???	ELLE HOMME	服装	
380	SANTA BARBARA	???	SANTA BARBARA	服装	
381	Timberland	???	Timberland	服装	
382	Lacoste	???	Lacoste	服装	
383	NAUTICA	???	NAUTICA	服装	
384	CAMEL ACTIVE	???	CAMEL ACTIVE	服装	
385	普顿	普顿	???	服装	
386	洪恩	洪恩	???	其他	
387	贝登堡首创馆	贝登堡首创馆	???	其他	
388	KENZO KIDS	???	KENZO KIDS	服装	
389	ELAND KIDS	???	ELAND KIDS	服装	
784	植村秀	植村秀	???	个护化妆	
785	La Mer	???	La Mer	个护化妆	
786	Van Lathem	???	Van Lathem	服装	
787	V.E.DELURE	???	V.E.DELURE	服装	
780	亨得利	亨得利	???	其他	
781	Make Up For Ever	???	Make Up For Ever	个护化妆	
782	CLARINS	???	CLARINS	个护化妆	
783	HELENA RUBINSTEIN	???	HELENA RUBINSTEIN	个护化妆	
788	C31 ROTC	???	C31 ROTC	服装	
789	马亚诺	马亚诺	???	服装	
860	Puma	???	Puma	体育	
151	芬狄诗	芬狄诗	???	服装	
579	三元梅园	三元梅园	???	餐饮	
578	兰瑜珈	兰瑜珈	???	体育	
150	OCHIRLY	???	OCHIRLY	服装	
573	胡椒厨房	胡椒厨房	???	餐饮	
572	巴厘泰	巴厘泰	???	餐饮	
571	五彩冰酷运动中心	五彩冰酷运动中心	???	体育	
570	太平洋咖啡	太平洋咖啡	???	餐饮	
577	美丽田园	美丽田园	???	其他	
576	金鼎轩	金鼎轩	???	餐饮	
575	落院	落院	???		
574	眉州东坡酒楼	眉州东坡酒楼	???	餐饮	
60	FANCL无添加	FANCL无添加	???	个护化妆	
61	娇韵诗	娇韵诗	???	个护化妆	
258	Elizabeth Arden	???	Elizabeth Arden	个护化妆	
259	Tissot	???	Tissot	其他	
64	Dior	???	Dior	个护化妆	
65	SK-II	???	SK-II	个护化妆	
66	BVLGARI	???	BVLGARI	其他	
67	资生堂	资生堂	???	个护化妆	
68	Giorgio Armani	???	Giorgio Armani	个护化妆	
69	莫施	莫施	???	个护化妆	
250	银辉	银辉	???	儿童母婴	
251	TOMICA	???	TOMICA	儿童母婴	
256	Versace	???	Versace	个护化妆	
257	DV Sebagh	???	DV Sebagh	个护化妆	
254	森贝儿家族	森贝儿家族	???	儿童母婴	
255	TOMBOLINI	???	TOMBOLINI	服装	
157	茶叶	茶叶	???	其他	
156	ONLY	???	ONLY	服装	
939	ATM	???	ATM		
731	鲜果时间	鲜果时间	???	餐饮	
730	宝岛眼镜	宝岛眼镜	???	个护化妆	
733	水色盛开美容美发	水色盛开美容美发	???	个护化妆	
732	老车记	老车记	???	餐饮	
735	安伟明苑造型	安伟明苑造型	???	个护化妆	
734	鼎级摄影	鼎级摄影	???	电器	
508	尊贵视力	尊贵视力	???	其他	
509	Bread Talk	???	Bread Talk	餐饮	
506	HUAWEI	???	HUAWEI	电器	
507	肯德基	肯德基	???	餐饮	
504	羊绒世家	羊绒世家	???	服装	
505	屈臣氏	屈臣氏	???	其他	
502	中旅体育旅行社	中旅体育旅行社	???	体育	
503	将太无二	将太无二	???	餐饮	
500	洪晟翔	洪晟翔	???	餐饮	
501	佳之优品	佳之优品	???	儿童母婴	
630	英卓锐	英卓锐	???	餐饮	
631	店名	店名	???	一级标签	
632	美克美家	美克美家	???	儿童母婴	
633	长天户外	长天户外	???	体育	
469	Panasonic	???	Panasonic	电器	
468	电视	电视	???	电器	
636	天才宝贝	天才宝贝	???	儿童母婴	
637	基本生活	基本生活	???		
465	CELINE	???	CELINE	服装	
464	嘎帝尔	嘎帝尔	???	服装	
467	WOLSEY	???	WOLSEY	服装	
466	KALTENDIN	???	KALTENDIN	服装	
461	E.ORILKS	???	E.ORILKS	服装	
460	NEUBERLTN	???	NEUBERLTN	服装	
463	瓦尔德龙	瓦尔德龙	???	服装	
462	尼诺里拉	尼诺里拉	???	服装	
901	i Blues	???	i Blues	服装	
168	Mihana	???	Mihana	服装	
169	Latin Mark	???	Latin Mark	服装	
164	优色林	优色林	???	个护化妆	
165	雅漾	雅漾	???	个护化妆	
166	郦妮	郦妮	???	服装	
167	SHOW LONG	???	SHOW LONG	服装	
160	同仁堂	同仁堂	???	其他	
161	VICHY	???	VICHY	个护化妆	
162	特百惠	特百惠	???	儿童母婴	
163	当代药房	当代药房	???	其他	
964	ZUCCHI	???	ZUCCHI	其他	
965	MINE	???	MINE	其他	
966	NEO	???	NEO	体育	
967	H2O+	???	H2O+	个护化妆	
960	歌力思	歌力思	???	服装	
961	name	???	name	type	
962	ESTEEM	???	ESTEEM	服装	
963	SHERIPAN	???	SHERIPAN	服装	
968	戴梦得	戴梦得	???	其他	
969	周大生	周大生	???	其他	
936	和玉缘	和玉缘	???	其他	
935	紫云珠宝	紫云珠宝	???	其他	
934	GARDEUR	???	GARDEUR	服装	
908	CHLOSIO	???	CHLOSIO	服装	
909	ELIE SAAB	???	ELIE SAAB	服装	
1096	T-OPPAPEORETTI	???	T-OPPAPEORETTI		
1090	VOV	???	VOV	服装	
1091	喜洋洋与灰太狼童装	喜洋洋与灰太狼童装	???	服装	
878	S.D.SPONTINI	???	S.D.SPONTINI	服装	
879	KEVIN KELLY	???	KEVIN KELLY	服装	
876	Wolsey	???	Wolsey	服装	
877	Tommy Hilfiger	???	Tommy Hilfiger	服装	
874	诺帝卡	诺帝卡	???	服装	
875	比音勒芬	比音勒芬	???	服装	
872	First Wert	???	First Wert	服装	
873	BossSunwen	???	BossSunwen	服装	
870	飞亚达	飞亚达	???	其他	
871	ROSSINI	???	ROSSINI	其他	
9	CASIO	???	CASIO	其他	
890	SETFANEL	???	SETFANEL	服装	
891	Kanojao	???	Kanojao	服装	
892	Brooks Brothers	???	Brooks Brothers	服装	
893	DKNY	???	DKNY	服装	
894	奥淇唯艺	奥淇唯艺	???	服装	
647	CLself	???	CLself	其他	
896	BELLE	???	BELLE	服装	
897	ORIGINALS	???	ORIGINALS	服装	
898	Hogl	???	Hogl	服装	
899	CHARLIE's ANGELS	???	CHARLIE's ANGELS	服装	
1087	AESTHEXIX	???	AESTHEXIX		
646	JNBY	???	JNBY	服装	
649	曼谷银	曼谷银	???	其他	
648	Broadcast	???	Broadcast	服装	
1086	ORIGIN	???	ORIGIN	服装	
357	POWER LAND	???	POWER LAND	服装	
356	DUNLOP	???	DUNLOP	体育	
355	圣伽步	圣伽步	???	服装	
354	策乐	策乐	???	服装	
353	Gillivo	???	Gillivo	服装	
352	eee	???	eee	服装	
351	GNC	???	GNC	其他	
350	Dilaks	???	Dilaks	服装	
803	格格	格格	???	服装	
802	粉红玛琍	粉红玛琍	???	服装	
801	卡秀	卡秀	???	服装	
800	landi	???	landi	服装	
807	ATSUGI	???	ATSUGI	服装	
806	ALA	???	ALA	服装	
359	天意	天意	???	服装	
358	凯撒	凯撒	???	服装	
216	名士	名士	???	其他	
217	LONGINES	???	LONGINES	其他	
214	ELIZABETH ARDEN	???	ELIZABETH ARDEN	格化化妆	
215	GIVENCHY	???	GIVENCHY	服装	
212	Nike	???	Nike	体育	
213	CONVERSE	???	CONVERSE	体育	
210	LOWA	???	LOWA	体育	
211	Mizuno	???	Mizuno	体育	
762	益乐康养生会馆	益乐康养生会馆	???	个护化妆	
763	新源茗茶	新源茗茶	???	其他	
760	阿米雪	阿米雪	???	餐饮	
761	salon Rex	???	salon Rex	个护化妆	
766	麦当劳	麦当劳	???	餐饮	
767	CPU	???	CPU		
218	TAGHEUER	???	TAGHEUER	其他	
219	RADO	???	RADO	其他	
957	Lime Flare	???	Lime Flare	服装	
956	伊蒂雅	伊蒂雅	???	服装	
1033	Kid Blue	???	Kid Blue	服装	
1078	Tata	???	Tata	服装	
1079	TATUAGGI	???	TATUAGGI	服装	
1076	曼妮芬	曼妮芬	???	服装	
1077	Wonder	???	Wonder	服装	
1074	哥伦比亚 Columbia	哥伦比亚 Columbia	???	体育	
1075	Vme	???	Vme	服装	
1072	ALEX BRUNI	???	ALEX BRUNI	服装	
1073	Ozark Gear	???	Ozark Gear	体育	
1070	SUUNTO	???	SUUNTO	体育	
1071	米瓦法迪	米瓦法迪	???	服装	
289	木真了	木真了	???	服装	
288	邢氏	邢氏	???	服装	
1003	callise	???	callise	服装	
4	LANCEL	???	LANCEL	其他	
281	24HRS	???	24HRS	服装	
280	鄂尔多斯	鄂尔多斯	???	服装	
283	HISPANITAS	???	HISPANITAS	服装	
282	Belle	???	Belle	服装	
285	PATRICIA	???	PATRICIA	服装	
284	achette	???	achette	服装	
287	Clarks	???	Clarks	服装	
286	MEPHISTO	???	MEPHISTO	服装	
1094	UCHINO	???	UCHINO	其他	
1095	红双喜	红双喜	???	其他	
1083	ZUCZUG	???	ZUCZUG	服装	
1097	双立人	双立人	???	其他	
678	爱慕kids	爱慕kids	???	服装	
679	小骆驼	小骆驼	???	服装	
1092	Disney Princess	???	Disney Princess	儿童母婴	
1093	味千拉面	味千拉面	???	餐饮	
674	孩儿帮	孩儿帮	???	儿童母婴	
675	母婴室	母婴室	???		
676	hopeshow	???	hopeshow	服装	
677	名媛印象	名媛印象	???	服装	
670	KAMINEY	???	KAMINEY	服装	
671	春天河谷	春天河谷	???	儿童母婴	
672	黄记煌	黄记煌	???	餐饮	
673	疯狂4D影酷	疯狂4D影酷	???	室内娱乐	
263	KROCEUS	???	KROCEUS	服装	
262	NICI	???	NICI	其他	
261	VERTU	???	VERTU	电器	
260	豪度	豪度	???	其他	
267	渔	渔	???	服装	
266	ESPRIT	???	ESPRIT	服装	
265	Ochirly	???	Ochirly	服装	
264	Actionfox	???	Actionfox	体育	
1031	MORELLATO	???	MORELLATO	其他	
269	Jack Wolfskin	???	Jack Wolfskin	体育	
268	AIGLE	???	AIGLE	体育	
701	莫莉幻想	莫莉幻想	???	儿童母婴	
59	SAINTPAULON	???	SAINTPAULON	服装	
58	PERSEPHONE	???	PERSEPHONE	服装	
55	JONIKAS	???	JONIKAS	服装	
54	Bobbi Brown	???	Bobbi Brown	个护化妆	
57	卡尔蒂尼	卡尔蒂尼	???	服装	
56	仕东利	仕东利	???	服装	
51	GORNIA	???	GORNIA	服装	
50	ESPRIT HOME	???	ESPRIT HOME	其他	
53	雅戈尔	雅戈尔	???	服装	
52	恺王	恺王	???	服装	
537	丝域美发	丝域美发	???	其他	
536	麻辣诱惑	麻辣诱惑	???	餐饮	
535	吉祥馄饨	吉祥馄饨	???	餐饮	
63	LANCOME	???	LANCOME	个护化妆	
533	巴拉巴拉	巴拉巴拉	???	服装	
532	POLO	???	POLO	服装	
531	呷哺呷哺	呷哺呷哺	???	餐饮	
530	swisswin	???	swisswin	服装	
152	COTTON REPUBLIC	???	COTTON REPUBLIC	服装	
539	陈记火锅	陈记火锅	???	餐饮	
538	胧月轩	胧月轩	???	餐饮	
987	MARK.BOSE	???	MARK.BOSE	服装	
775	钱库	钱库	???		
988	果园老农	果园老农	???	餐饮	
989	Patrica	???	Patrica	服装	
774	潮汕渔家大排档	潮汕渔家大排档	???	餐饮	
982	PARKER	???	PARKER	其他	
983	伯爵博朗	伯爵博朗	???	服装	
980	天王表	天王表	???	其他	
981	Zippo	???	Zippo	其他	
986	PIDEBO	???	PIDEBO	服装	
777	阿吉豆	阿吉豆	???	其他	
984	TREYFUS	???	TREYFUS	服装	
985	discovery	???	discovery	服装	
115	CAMENAE	???	CAMENAE	个护化妆	
252	迪士尼	迪士尼	???	儿童母婴	
117	Sisley	???	Sisley	个护化妆	
116	THETSAIO	???	THETSAIO	个护化妆	
111	阿芙香薰	阿芙香薰	???	个护化妆	
110	Hanwag	???	Hanwag	体育	
113	PRCX	???	PRCX	个护化妆	
112	C.B	???	C.B	个护化妆	
771	食其家	食其家	???	餐饮	
119	佰草集	佰草集	???	个护化妆	
118	KOSE	???	KOSE	个护化妆	
770	BHG精品超市	BHG精品超市	???	超市	
773	哈姆天空	哈姆天空	???	其他	
772	陕味食族	陕味食族	???	餐饮	
953	美宝莲	美宝莲	???	个护化妆	
429	办公区	办公区	???		
428	Calisse	???	Calisse	服装	
534	外婆家	外婆家	???	餐饮	
919	VANS	???	VANS	服装	
918	chloe	???	chloe	个护化妆	
421	Gennie’s	???	Gennie’s	儿童母婴	
420	丽婴房	丽婴房	???	服装	
423	Hallmark Babies	???	Hallmark Babies	服装	
422	O.C.T.mami	???	O.C.T.mami	儿童母婴	
425	chicco	???	chicco	儿童母婴	
424	英氏	英氏	???	服装	
427	Infancee	???	Infancee	儿童母婴	
426	好孩子	好孩子	???	母婴用品	
308	恒昌珠宝	恒昌珠宝	???	其他	
309	LIME FLARE	???	LIME FLARE	服装	
855	凯瑞拉	凯瑞拉	???	服装	
300	MOJO.S PHINE	???	MOJO.S PHINE	服装	
301	IMMOBILE	???	IMMOBILE	服装	
302	CAGLIARI EXCHANGE	???	CAGLIARI EXCHANGE	服装	
303	M.TSUBOMI	???	M.TSUBOMI	服装	
304	JEFEN	???	JEFEN	服装	
305	KOREANO	???	KOREANO	服装	
306	米茜尔	米茜尔	???	服装	
307	例外	例外	???	服装	
895	玫而美	玫而美	???	服装	
825	CATIMINI	???	CATIMINI	服装	
181	艾瑞美	艾瑞美	???	服装	
824	WMF	???	WMF	其他	
827	KP	???	KP	服装	
847	Bean Pole	???	Bean Pole	服装	
846	St. Dragon	???	St. Dragon	服装	
845	Lesportsac	???	Lesportsac	服装	
826	BEEN KID'S	???	BEEN KID'S	服装	
843	NINE WEST	???	NINE WEST	服装	
842	依波表	依波表	???	其他	
841	森卡诺	森卡诺	???	服装	
840	POSEMER	???	POSEMER	服装	
821	新秀丽	新秀丽	???	服装	
853	EXCEPTION	???	EXCEPTION	服装	
849	le saunda	???	le saunda		
820	PRADA	???	PRADA	服装	
823	鹿王	鹿王	???	服装	
822	新快	新快	???	餐饮	
954	Organic touch	???	Organic touch	个护化妆	
1034	Embry Form	???	Embry Form	服装	
240	捷尼凯诗	捷尼凯诗	???	服装	
1068	CAROKAI	???	CAROKAI	服装	
1038	Dyson	???	Dyson	电器	
1039	Luminaec	???	Luminaec	其他	
1046	三菱	三菱	???	服装	
568	便宜坊	便宜坊	???	餐饮	
569	麻里麻里香锅	麻里麻里香锅	???	餐饮	
751	悦指间	悦指间	???	个护化妆	
750	抓宝格子店	抓宝格子店	???	其他	
757	许留山	许留山	???	餐饮	
737	九月天	九月天	???	餐饮	
755	Feretti	???	Feretti	儿童母婴	
754	娜韵SPA	娜韵SPA	???	个护化妆	
560	Mo & Co	???	Mo & Co	服装	
561	map by BeLLE	???	map by BeLLE	服装	
562	Folli Follie	???	Folli Follie	其他	
563	GUESS	???	GUESS	其他	
564	Anne Karen	???	Anne Karen	其他	
565	Spring field	???	Spring field	服装	
566	DAZZLE	???	DAZZLE	体育	
567	柏斯琴行	柏斯琴行	???	体育	
739	CheviGnon	???	CheviGnon	服装	
229	梦妮尔丹	梦妮尔丹	???	其他	
228	谢瑞麟	谢瑞麟	???	其他	
227	瑞恩	瑞恩	???	其他	
226	Jorya	???	Jorya	服装	
225	金象珠宝	金象珠宝	???	其他	
224	Foeei Foeele	???	Foeei Foeele	服装	
223	Jean-Louis Scherrer	???	Jean-Louis Scherrer	服装	
222	Gieves & Hawkes	???	Gieves & Hawkes	服装	
221	雅阁诗丹	雅阁诗丹	???	服装	
220	巴达萨里	巴达萨里	???	服装	
1001	CAMKIDS	???	CAMKIDS	服装	
1024	SWATCH	???	SWATCH	其他	
1027	LIEDOW	???	LIEDOW	服装	
1026	FILON VIRO	???	FILON VIRO	服装	
1021	Hallmark	???	Hallmark	服装	
1020	芭比	芭比	???	服装	
1023	Hape	???	Hape	服装	
114	Sooryehan	???	Sooryehan	个护化妆	
1036	卡娜娃	卡娜娃	???	服装	
1029	塞斯克瑞	塞斯克瑞	???	服装	
88	祺海轩涮功坊	祺海轩涮功坊	???	餐饮	
1037	POWERLAND	???	POWERLAND	服装	
726	正一味	正一味	???	餐饮	
727	川江一号香锅	川江一号香锅	???	餐饮	
724	卡萨纯银	卡萨纯银	???	其他	
390	AIMER KIDS	???	AIMER KIDS	服装	
722	YIGUE	???	YIGUE	服装	
723	阿拉浓	阿拉浓	???	餐饮	
720	辣味道	辣味道	???	餐饮	
721	川百汇	川百汇	???	餐饮	
1035	T.B2 LADY	???	T.B2 LADY	服装	
728	海洋兄弟	海洋兄弟	???	餐饮	
729	温莎	温莎	???	房租	
605	La Chapelle	???	La Chapelle	服装	
604	天然故事	天然故事	???	服装	
607	page one	???	page one	服装	
606	honeys	???	honeys	服装	
601	rooKie	???	rooKie	服装	
600	丽家宝贝	丽家宝贝	???	儿童母婴	
603	meejoy	???	meejoy	儿童母婴	
602	SKINFOOD	???	SKINFOOD	其他	
159	食品	食品	???	餐饮	
158	MILAN GOLD	???	MILAN GOLD	餐饮	
394	ELLE Kids	???	ELLE Kids	服装	
609	璟益智天地	璟益智天地	???	儿童母婴	
608	carrera	???	carrera	其他	
976	沙驰	沙驰	???	服装	
634	converse	???	converse	体育	
399	爱国者	爱国者	???	电器	
635	普安药房	普安药房	???	儿童母婴	
749	恒永奢饰品护理中心	恒永奢饰品护理中心	???	个护化妆	
958	GANT	???	GANT	服装	
398	SONY	???	SONY	电器	
48	WENTEX	???	WENTEX	其他	
49	喜来登	喜来登	???	其他	
46	梦洁	梦洁	???	其他	
47	CALVIN KLEIN	???	CALVIN KLEIN	其他	
44	恐龙纺织	恐龙纺织	???	其他	
45	以旺	以旺	???	其他	
42	佳丽斯	佳丽斯	???	其他	
43	Casablanca	???	Casablanca	其他	
40	JAGUAR	???	JAGUAR	个护化妆	
41	Desfone	???	Desfone	服装	
638	悠游堂	悠游堂	???	儿童母婴	
5	Cartier	???	Cartier	其他	
639	仙妮蕾德	仙妮蕾德	???	其他	
489	咖啡厅	咖啡厅	???		
488	六号厅	六号厅	???		
487	五号厅	五号厅	???		
486	售票厅	售票厅	???		
485	一号厅	一号厅	???		
484	二号厅	二号厅	???		
483	三号厅	三号厅	???		
482	七号厅	七号厅	???		
481	Starbucks	???	Starbucks	餐饮	
480	NIKE 360°	???	NIKE 360°	体育	
955	comico	???	comico	服装	
472	OSIM	???	OSIM	电器	
473	OMRON	???	OMRON	电器	
470	亚都	亚都	???	电器	
471	瑞而士健康屋	瑞而士健康屋	???	体育	
476	亮视点	亮视点	???	其他	
477	J.LINDEBERG	???	J.LINDEBERG	服装	
474	三和松石	三和松石	???	体育	
475	便利电	便利电	???	电器	
478	PAPA JOHNS	???	PAPA JOHNS	餐饮	
479	SASA	???	SASA	其他	
