GuoJinZhongXinShangChang,121.509226,31.241855
ZhengDaGuangChang,121.505914,31.242691
GangHuiHengLongGuangChang,121.443673,31.20122
K11GouWuYiShuZhongXin,121.480306,31.229051
HengLongGuangChang,121.460449,31.234439
